card_id,local_id,card_name,set_name,set_id,category,rarity,hp,types,stage,description,illustrator,image_url,image_filename,variants,attacks,weaknesses,retreat_cost,boosters,legal,source,updated
A2a-050,050,Crobat,Triumphant Light,A2a,Pokemon,Three Diamond,110,Darkness,Stage2,"Both of its legs have turned into wings. Without a sound, Crobat flies swiftly toward its prey and sinks its fangs into the nape of its target's neck.",AKIRA EGAWA,https://assets.tcgdex.net/en/tcgp/A2a/050,A2a_050.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Darkness""], ""name"": ""Darkness Fang"", ""damage"": 50}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",0,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-051,051,Croagunk,Triumphant Light,A2a,Pokemon,One Diamond,60,Darkness,Basic,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",SATOSHI NAKAI,https://assets.tcgdex.net/en/tcgp/A2a/051,A2a_051.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Darkness""], ""name"": ""Beat"", ""damage"": 20}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-052,052,Toxicroak,Triumphant Light,A2a,Pokemon,Two Diamond,100,Darkness,Stage1,"Swaying and dodging the attacks of its foes, it weaves its flexible body in close, then lunges out with its poisonous claws.",Souichirou Gunjima,https://assets.tcgdex.net/en/tcgp/A2a/052,A2a_052.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Darkness""], ""name"": ""Toxic"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Poisoned. Do 20 damage to this Pok\u00e9mon instead of the usual amount for this Special Condition.""}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-053,053,Magnemite,Triumphant Light,A2a,Pokemon,One Diamond,60,Metal,Basic,"The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float.",OKACHEKE,https://assets.tcgdex.net/en/tcgp/A2a/053,A2a_053.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Metal""], ""name"": ""Tackle"", ""damage"": 20}]","[{""type"": ""Fire"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-054,054,Magneton,Triumphant Light,A2a,Pokemon,One Diamond,90,Metal,Stage1,Three Magnemite are linked by a strong magnetic force. Earaches will occur if you get too close.,Souichirou Gunjima,https://assets.tcgdex.net/en/tcgp/A2a/054,A2a_054.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Metal"", ""Colorless""], ""name"": ""Rolling Attack"", ""damage"": 30}]","[{""type"": ""Fire"", ""value"": ""+20""}]",2,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-055,055,Magnezone,Triumphant Light,A2a,Pokemon,Three Diamond,140,Metal,Stage2,"As it zooms through the sky, this Pokémon seems to be receiving signals of unknown origin while transmitting signals of unknown purpose.",toriyufu,https://assets.tcgdex.net/en/tcgp/A2a/055,A2a_055.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Metal"", ""Metal"", ""Colorless""], ""name"": ""Power Beam"", ""damage"": 80}]","[{""type"": ""Fire"", ""value"": ""+20""}]",2,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-056,056,Mawile,Triumphant Light,A2a,Pokemon,One Diamond,70,Metal,Basic,"It uses its docile-looking face to lull foes into complacency, then bites with its huge, relentless jaws.",tetsuya koizumi,https://assets.tcgdex.net/en/tcgp/A2a/056,A2a_056.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless""], ""name"": ""Iron Beam Breaker"", ""effect"": ""If your opponent's Active Pok\u00e9mon is a {M} Pok\u00e9mon, this attack does 30 more damage."", ""damage"": ""20+""}]","[{""type"": ""Fire"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-057,057,Probopass ex,Triumphant Light,A2a,Pokemon,Four Diamond,160,Metal,Stage1,,PLANETA Tsuji,https://assets.tcgdex.net/en/tcgp/A2a/057,A2a_057.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Metal"", ""Metal"", ""Colorless""], ""name"": ""Defensive Unit"", ""effect"": ""During your opponent's next turn, this Pok\u00e9mon takes \u221220 damage from attacks."", ""damage"": 90}]","[{""type"": ""Fire"", ""value"": ""+20""}]",3,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-058,058,Bronzor,Triumphant Light,A2a,Pokemon,One Diamond,60,Metal,Basic,Ancient people believed that the pattern on Bronzor's back contained a mysterious power.,Akira Komayama,https://assets.tcgdex.net/en/tcgp/A2a/058,A2a_058.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless""], ""name"": ""Ram"", ""damage"": 10}]","[{""type"": ""Fire"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-059,059,Bronzong,Triumphant Light,A2a,Pokemon,Two Diamond,120,Metal,Stage1,"In ages past, this Pokémon was revered as a bringer of rain. It was found buried in the ground.",Naoki Saito,https://assets.tcgdex.net/en/tcgp/A2a/059,A2a_059.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Psychic"", ""effect"": ""This attack does 20 more damage for each Energy attached to your opponent's Active Pok\u00e9mon."", ""damage"": ""50+""}]","[{""type"": ""Fire"", ""value"": ""+20""}]",3,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-060,060,Origin Forme Dialga,Triumphant Light,A2a,Pokemon,Three Diamond,120,Metal,Basic,Radiant light caused Dialga to take on a form bearing a striking resemblance to the creator Pokémon. Dialga now wields such colossal strength that one must conclude this is its true form.,akagi,https://assets.tcgdex.net/en/tcgp/A2a/060,A2a_060.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Metal"", ""Metal"", ""Colorless""], ""name"": ""Time Mash"", ""effect"": ""Flip a coin. If tails, during your next turn, this Pok\u00e9mon can't attack."", ""damage"": 100}]","[{""type"": ""Fire"", ""value"": ""+20""}]",2,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-061,061,Giratina,Triumphant Light,A2a,Pokemon,Three Diamond,120,Dragon,Basic,"This Pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange.",Shin Nagasawa,https://assets.tcgdex.net/en/tcgp/A2a/061,A2a_061.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Grass"", ""Psychic"", ""Colorless""], ""name"": ""Crisis Dive"", ""effect"": ""Discard 2 random Energy from this Pok\u00e9mon."", ""damage"": 120}]",[],3,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-062,062,Eevee,Triumphant Light,A2a,Pokemon,One Diamond,60,Colorless,Basic,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.,Naoyo Kimura,https://assets.tcgdex.net/en/tcgp/A2a/062,A2a_062.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Tail Whap"", ""damage"": 30}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-063,063,Snorlax,Triumphant Light,A2a,Pokemon,Two Diamond,140,Colorless,Basic,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep.",burari,https://assets.tcgdex.net/en/tcgp/A2a/063,A2a_063.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Collapse"", ""effect"": ""This Pok\u00e9mon is now Asleep."", ""damage"": 100}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",4,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-064,064,Hoothoot,Triumphant Light,A2a,Pokemon,One Diamond,60,Colorless,Basic,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen.",Sumiyoshi Kizuki,https://assets.tcgdex.net/en/tcgp/A2a/064,A2a_064.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless""], ""name"": ""Peck"", ""damage"": 20}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-065,065,Noctowl,Triumphant Light,A2a,Pokemon,Two Diamond,100,Colorless,Stage1,Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light.,DOM,https://assets.tcgdex.net/en/tcgp/A2a/065,A2a_065.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Silent Wing"", ""effect"": ""Your opponent reveals their hand."", ""damage"": 50}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-066,066,Starly,Triumphant Light,A2a,Pokemon,One Diamond,60,Colorless,Basic,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",Apios,https://assets.tcgdex.net/en/tcgp/A2a/066,A2a_066.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless""], ""name"": ""Glide"", ""damage"": 20}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-067,067,Staravia,Triumphant Light,A2a,Pokemon,One Diamond,80,Colorless,Stage1,"Recognizing their own weakness, they always live in a group. When alone, a Staravia cries noisily.",Masakazu Fukuda,https://assets.tcgdex.net/en/tcgp/A2a/067,A2a_067.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless""], ""name"": ""Wing Attack"", ""damage"": 30}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-068,068,Staraptor,Triumphant Light,A2a,Pokemon,Two Diamond,150,Colorless,Stage2,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",Minahamu,https://assets.tcgdex.net/en/tcgp/A2a/068,A2a_068.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Brave Bird"", ""effect"": ""This Pok\u00e9mon also does 20 damage to itself."", ""damage"": 130}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",2,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-069,069,Shaymin,Triumphant Light,A2a,Pokemon,Three Diamond,70,Colorless,Basic,It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.,Mizue,https://assets.tcgdex.net/en/tcgp/A2a/069,A2a_069.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Flap"", ""damage"": 30}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-070,070,Arceus,Triumphant Light,A2a,Pokemon,Three Diamond,120,Colorless,Basic,"According to the legends of Sinnoh, this Pokémon emerged from an egg and shaped all there is in this world.",Nurikabe,https://assets.tcgdex.net/en/tcgp/A2a/070,A2a_070.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Power Blast"", ""effect"": ""Discard a random Energy from this Pok\u00e9mon."", ""damage"": 100}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",2,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-071,071,Arceus ex,Triumphant Light,A2a,Pokemon,Four Diamond,140,Colorless,Basic,,PLANETA CG Works,https://assets.tcgdex.net/en/tcgp/A2a/071,A2a_071.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Ultimate Force"", ""effect"": ""This attack does 20 more damage for each of your Benched Pok\u00e9mon."", ""damage"": ""70+""}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",2,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-072,072,Irida,Triumphant Light,A2a,Trainer,Two Diamond,,,,,Atsushi Furusawa,https://assets.tcgdex.net/en/tcgp/A2a/072,A2a_072.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-073,073,Celestic Town Elder,Triumphant Light,A2a,Trainer,Two Diamond,,,,,Yuu Nishida,https://assets.tcgdex.net/en/tcgp/A2a/073,A2a_073.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-074,074,Barry,Triumphant Light,A2a,Trainer,Two Diamond,,,,,Hideki Ishikawa,https://assets.tcgdex.net/en/tcgp/A2a/074,A2a_074.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-075,075,Adaman,Triumphant Light,A2a,Trainer,Two Diamond,,,,,akagi,https://assets.tcgdex.net/en/tcgp/A2a/075,A2a_075.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-076,076,Houndoom,Triumphant Light,A2a,Pokemon,One Star,100,Fire,Stage1,"If you are burned by the flames it shoots from its mouth, the pain will never go away.",matazo,https://assets.tcgdex.net/en/tcgp/A2a/076,A2a_076.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fire"", ""Colorless""], ""name"": ""Corner"", ""effect"": ""During your opponent's next turn, the Defending Pok\u00e9mon can't retreat."", ""damage"": 60}]","[{""type"": ""Water"", ""value"": ""+20""}]",2,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-077,077,Marill,Triumphant Light,A2a,Pokemon,One Star,60,Water,Basic,The fur on its body naturally repels water. It can stay dry even when it plays in the water.,Taiga Kayama,https://assets.tcgdex.net/en/tcgp/A2a/077,A2a_077.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Water""], ""name"": ""Water Gun"", ""damage"": 20}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-078,078,Unown,Triumphant Light,A2a,Pokemon,One Star,60,Psychic,Basic,"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.",IKEDA Saki,https://assets.tcgdex.net/en/tcgp/A2a/078,A2a_078.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless""], ""name"": ""Hidden Power"", ""damage"": 20}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-079,079,Sudowoodo,Triumphant Light,A2a,Pokemon,One Star,80,Fighting,Basic,"Although it always pretends to be a tree, its composition appears more similar to rock than to vegetation.",Yuriko Akase,https://assets.tcgdex.net/en/tcgp/A2a/079,A2a_079.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting""], ""name"": ""Fighting Headbutt"", ""effect"": ""If your opponent's Active Pok\u00e9mon is a Pok\u00e9mon ex, this attack does 30 more damage."", ""damage"": 20}]","[{""type"": ""Grass"", ""value"": ""+20""}]",2,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-080,080,Magnemite,Triumphant Light,A2a,Pokemon,One Star,60,Metal,Basic,"The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float.",Yukihiro Tada,https://assets.tcgdex.net/en/tcgp/A2a/080,A2a_080.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Metal""], ""name"": ""Tackle"", ""damage"": 20}]","[{""type"": ""Fire"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-081,081,Shaymin,Triumphant Light,A2a,Pokemon,One Star,70,Colorless,Basic,It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.,MINAMINAMI Take,https://assets.tcgdex.net/en/tcgp/A2a/081,A2a_081.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Flap"", ""damage"": 30}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-082,082,Leafeon ex,Triumphant Light,A2a,Pokemon,Two Star,140,Grass,Stage1,,PLANETA CG Works,https://assets.tcgdex.net/en/tcgp/A2a/082,A2a_082.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Grass"", ""Colorless"", ""Colorless""], ""name"": ""Solar Beam"", ""damage"": 70}]","[{""type"": ""Fire"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-083,083,Glaceon ex,Triumphant Light,A2a,Pokemon,Two Star,140,Water,Stage1,,PLANETA CG Works,https://assets.tcgdex.net/en/tcgp/A2a/083,A2a_083.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Water"", ""Water"", ""Colorless""], ""name"": ""Freezing Wind"", ""damage"": 90}]","[{""type"": ""Metal"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-084,084,Garchomp ex,Triumphant Light,A2a,Pokemon,Two Star,170,Fighting,Stage2,,PLANETA CG Works,https://assets.tcgdex.net/en/tcgp/A2a/084,A2a_084.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting""], ""name"": ""Linear Attack"", ""effect"": ""This attack does 50 damage to 1 of your opponent's Pok\u00e9mon.""}, {""cost"": [""Fighting"", ""Fighting"", ""Colorless""], ""name"": ""Dragon Claw"", ""damage"": 100}]","[{""type"": ""Grass"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-085,085,Probopass ex,Triumphant Light,A2a,Pokemon,Two Star,160,Metal,Stage1,,PLANETA Tsuji,https://assets.tcgdex.net/en/tcgp/A2a/085,A2a_085.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Metal"", ""Metal"", ""Colorless""], ""name"": ""Defensive Unit"", ""effect"": ""During your opponent's next turn, this Pok\u00e9mon takes \u221220 damage from attacks."", ""damage"": 90}]","[{""type"": ""Fire"", ""value"": ""+20""}]",3,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-086,086,Arceus ex,Triumphant Light,A2a,Pokemon,Two Star,140,Colorless,Basic,,PLANETA CG Works,https://assets.tcgdex.net/en/tcgp/A2a/086,A2a_086.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Ultimate Force"", ""effect"": ""This attack does 20 more damage for each of your Benched Pok\u00e9mon."", ""damage"": ""70+""}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",2,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-087,087,Irida,Triumphant Light,A2a,Trainer,Two Star,,,,,Atsushi Furusawa,https://assets.tcgdex.net/en/tcgp/A2a/087,A2a_087.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-088,088,Celestic Town Elder,Triumphant Light,A2a,Trainer,Two Star,,,,,Yuu Nishida,https://assets.tcgdex.net/en/tcgp/A2a/088,A2a_088.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-089,089,Barry,Triumphant Light,A2a,Trainer,Two Star,,,,,Hideki Ishikawa,https://assets.tcgdex.net/en/tcgp/A2a/089,A2a_089.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-090,090,Adaman,Triumphant Light,A2a,Trainer,Two Star,,,,,akagi,https://assets.tcgdex.net/en/tcgp/A2a/090,A2a_090.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-091,091,Leafeon ex,Triumphant Light,A2a,Pokemon,Two Star,140,Grass,Stage1,,saino misaki,https://assets.tcgdex.net/en/tcgp/A2a/091,A2a_091.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Grass"", ""Colorless"", ""Colorless""], ""name"": ""Solar Beam"", ""damage"": 70}]","[{""type"": ""Fire"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-092,092,Glaceon ex,Triumphant Light,A2a,Pokemon,Two Star,140,Water,Stage1,,rika,https://assets.tcgdex.net/en/tcgp/A2a/092,A2a_092.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Water"", ""Water"", ""Colorless""], ""name"": ""Freezing Wind"", ""damage"": 90}]","[{""type"": ""Metal"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-093,093,Garchomp ex,Triumphant Light,A2a,Pokemon,Two Star,170,Fighting,Stage2,,toriyufu,https://assets.tcgdex.net/en/tcgp/A2a/093,A2a_093.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting""], ""name"": ""Linear Attack"", ""effect"": ""This attack does 50 damage to 1 of your opponent's Pok\u00e9mon.""}, {""cost"": [""Fighting"", ""Fighting"", ""Colorless""], ""name"": ""Dragon Claw"", ""damage"": 100}]","[{""type"": ""Grass"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-094,094,Probopass ex,Triumphant Light,A2a,Pokemon,Two Star,160,Metal,Stage1,,Masa,https://assets.tcgdex.net/en/tcgp/A2a/094,A2a_094.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Metal"", ""Metal"", ""Colorless""], ""name"": ""Defensive Unit"", ""effect"": ""During your opponent's next turn, this Pok\u00e9mon takes \u221220 damage from attacks."", ""damage"": 90}]","[{""type"": ""Fire"", ""value"": ""+20""}]",3,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-095,095,Arceus ex,Triumphant Light,A2a,Pokemon,Three Star,140,Colorless,Basic,,Takumi Wada,https://assets.tcgdex.net/en/tcgp/A2a/095,A2a_095.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Ultimate Force"", ""effect"": ""This attack does 20 more damage for each of your Benched Pok\u00e9mon."", ""damage"": ""70+""}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",2,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
A2a-096,096,Arceus ex,Triumphant Light,A2a,Pokemon,Crown,140,Colorless,Basic,,PLANETA CG Works,https://assets.tcgdex.net/en/tcgp/A2a/096,A2a_096.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Ultimate Force"", ""effect"": ""This attack does 20 more damage for each of your Benched Pok\u00e9mon."", ""damage"": ""70+""}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",2,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-17T19:27:22+02:00
